,Epochs,Lowest MAE,Lowest MSE,Smoothed Epochs,Lowest MAE Smoothed,Lowest MSE Smoothed,"R: 7, 7","R: 8, 7","R: 9, 7","R: 10, 7","R: 11, 7","R: 12, 7","R: 13, 7","R: 7, 8","R: 8, 8","R: 9, 8","R: 10, 8","R: 11, 8","R: 12, 8","R: 7, 9","R: 8, 9","R: 9, 9","R: 10, 9","R: 11, 9","R: 7, 10","R: 8, 10","R: 9, 10","R: 10, 10","R: 7, 11","R: 8, 11","R: 9, 11","R: 7, 12","R: 8, 12","R: 7, 13","MAE: 7, 7","MAE: 8, 7","MAE: 9, 7","MAE: 10, 7","MAE: 11, 7","MAE: 12, 7","MAE: 13, 7","MAE: 7, 8","MAE: 8, 8","MAE: 9, 8","MAE: 10, 8","MAE: 11, 8","MAE: 12, 8","MAE: 7, 9","MAE: 8, 9","MAE: 9, 9","MAE: 10, 9","MAE: 11, 9","MAE: 7, 10","MAE: 8, 10","MAE: 9, 10","MAE: 10, 10","MAE: 7, 11","MAE: 8, 11","MAE: 9, 11","MAE: 7, 12","MAE: 8, 12","MAE: 7, 13"
94,95,0.07443825528025627,0.010025793104432523,95,0.07561113245646284,0.01014421648092042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,96,0.07285694777965546,0.009374546119943261,96,0.07478487705342063,0.009913315372627273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,97,0.07681123726069927,0.010689564165659249,97,0.07539278511560422,0.010146190010536866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,98,0.07374713476747274,0.009963744319975376,98,0.07489909001116478,0.01009145630336842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,99,0.070852424018085,0.009077515918761492,99,0.07368509021324085,0.00978727418798634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,100,0.07376456912606955,0.009798340266570449,100,0.07370893388708946,0.009790594011561573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,101,0.07354876399040222,0.009418531903065741,101,0.07366088291808329,0.009678975379012822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,102,0.07165041845291853,0.009021849487908185,102,0.07305774357853387,0.009481837611681431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,103,0.07210952788591385,0.009325244347564876,103,0.07277327887074786,0.009434859632446464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,104,0.06880827434360981,0.008538274792954326,104,0.07158377751260644,0.009165884180598823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,105,0.06846045423299074,0.008372359210625291,105,0.07064678052872174,0.008927826689606764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,106,0.07128346152603626,0.008819265174679458,106,0.0708377848279161,0.008895258235128572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,107,0.06798496097326279,0.008274232037365437,107,0.06998193767152011,0.008708950375799631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,108,0.06772271450608969,0.008248305297456682,108,0.06930417072189099,0.008570756852296746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,109,0.06869384460151196,0.008330043754540384,109,0.06912107288577728,0.008498542922969837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,110,0.07110847346484661,0.009169755037873983,110,0.06971729305949807,0.008699906557441081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,111,0.0674379263073206,0.008343321271240711,111,0.06903348303384482,0.00859293097158097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,112,0.06843015272170305,0.008657087571918964,112,0.0688524839402023,0.008612177951682369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,113,0.07073979638516903,0.00891577743459493,113,0.06941867767369232,0.008703257796556138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,114,0.0710316589102149,0.008934309938922524,114,0.0699025720446491,0.008772573439266053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,115,0.07362077757716179,0.010076361941173673,115,0.0710180337044029,0.009163709989838339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,116,0.07233850657939911,0.00995314633473754,116,0.07141417556690177,0.0094005408933081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,117,0.06915397942066193,0.008585753384977579,117,0.07073611672302982,0.009156104640808944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,118,0.06415662541985512,0.007540019229054451,118,0.06876226933207741,0.008671279017282596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,119,0.06780393607914448,0.008361827000044286,119,0.06847476935619753,0.008578443412111104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,120,0.0687288399785757,0.008412763942033052,120,0.06855099054291099,0.008528739571087688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,121,0.0678352015092969,0.008377155871130526,121,0.06833625383282675,0.00848326446110054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,122,0.06816036999225616,0.008840857539325953,122,0.06828348868065558,0.008590542384568163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,123,0.06494581419974566,0.007706028642132878,123,0.0672821863363826,0.008325188261837577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,124,0.06376970652490854,0.0074752954533323646,124,0.06622844239294037,0.008070220419286013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,125,0.06311935931444168,0.007326963008381426,125,0.06529571746939077,0.007847243196014637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,126,0.06450012885034084,0.00797158689238131,126,0.06505704088367578,0.007884546304924639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,127,0.06606924999505281,0.008236836059950292,127,0.0653607036170889,0.007990233231432334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,128,0.06277040764689445,0.007176271989010274,128,0.06458361482603056,0.0077460448587057164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,129,0.06654511950910091,0.007999967318028212,129,0.06517206623095166,0.007822221596502466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,130,0.06349547021090984,0.007588948938064277,130,0.06466908742493911,0.00775223979897101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,131,0.06724870763719082,0.008114019525237381,131,0.06544297348861462,0.00786077371685092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,132,0.06129827443510294,0.007241585175506771,132,0.06419956377256111,0.007675017154447676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,133,0.06424634158611298,0.007517542690038681,133,0.06421359711662666,0.007627774815124978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,0.06463308352977037,0.007979113725014031,134,0.06433944304056978,0.007733176488091693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,135,0.06104222871363163,0.007115733460523188,135,0.06335027874248833,0.007547943579821142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,136,0.0660227769985795,0.00774070480838418,136,0.06415202821931568,0.007605771948390053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,137,0.06147225480526686,0.007272573886439204,137,0.06334809619510104,0.007505812529804799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,138,0.06301254220306873,0.0074229344027116895,138,0.06324742999749135,0.007480949091676866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,139,0.061527617275714874,0.006961376639083028,139,0.0627314861809584,0.007325077355898714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,140,0.06386375986039639,0.007684364332817495,140,0.0630711682847898,0.007432863448974349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,141,0.06621801760047674,0.008008334669284523,141,0.06401522307949588,0.007605504815067401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,142,0.06130255665630102,0.0070140063762664795,142,0.06320142315253742,0.007428055283427125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,143,0.06021866761147976,0.006694170762784779,143,0.06230659649022012,0.0072078899272344215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,144,0.060354987159371376,0.00684188911691308,144,0.061721113690965494,0.007098089684138019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,145,0.06169965211302042,0.0069914121413603425,145,0.06171467521758197,0.007066086421304716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,146,0.05969089176505804,0.006730866967700422,146,0.06110754018182479,0.006965520585223427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,147,0.06321166269481182,0.007384500349871814,147,0.061738776935720906,0.007091214514617944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,148,0.05829286947846413,0.006358654354698956,148,0.06070500469854387,0.006871446466642247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,149,0.06064419075846672,0.0068623973056674,149,0.06068676051652072,0.006868731718349793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,150,0.060117095708847046,0.006686901208013296,150,0.06051586107421862,0.0068141825652488445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,151,0.05995625630021095,0.006694367853924632,151,0.060347979642016325,0.006778238151851581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,152,0.0630244156345725,0.007121150731109083,152,0.06115091043978318,0.006881111925628831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,153,0.05923433601856232,0.006594507023692131,153,0.06057593811341692,0.006795130455047821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,154,0.06228471640497446,0.0071267831372097135,154,0.061088571600884184,0.0068946262596963894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,155,0.05990259535610676,0.006934355013072491,155,0.060732778727450955,0.00690654488570922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,156,0.060350692830979824,0.00689363747369498,156,0.060618152958509613,0.006902672662104948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,157,0.0570528469979763,0.006065720925107598,157,0.05954856117034962,0.006651587141005743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,158,0.05953833740204573,0.006477191112935543,158,0.059545494039858454,0.006599268332584684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,159,0.061215746216475964,0.00716837658546865,159,0.06004656969284371,0.006770000808449874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,160,0.05829709954559803,0.006453911191783845,160,0.05952172864867,0.006675173923450065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,161,0.057156333699822426,0.006044340203516185,161,0.05881211016401573,0.006485923807469901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,162,0.05878604482859373,0.006492003332823515,162,0.058804290563389136,0.006487747665075985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,163,0.057836457155644894,0.006261538830585778,163,0.05851394054106586,0.006419885014728923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,164,0.05865361448377371,0.0064995125867426395,164,0.05855584272387821,0.006443773286333039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,165,0.060073504224419594,0.006908537237904966,165,0.059011141174040625,0.006583202471804616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,166,0.05825250968337059,0.0066475976491346955,166,0.05878355172683962,0.00660252102500364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,167,0.05756337568163872,0.006315799662843347,167,0.058417498913279346,0.006516504616355552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,168,0.06313978508114815,0.007501065847463906,168,0.05983418476363998,0.006811872985688059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,169,0.057504355907440186,0.006170701235532761,169,0.059135236106780044,0.006619521460641469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,170,0.05655835289508104,0.00609556632116437,170,0.058362171143270344,0.00646233491879834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,171,0.05937762185931206,0.006686027045361698,171,0.05866680635808286,0.006529442556767347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172,0.056452116928994656,0.00590906897559762,172,0.058002399529356395,0.006343330482416429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,173,0.06311474088579416,0.007446462754160166,173,0.05953610193628772,0.006674270163939551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,174,0.06121944077312946,0.006769143510609865,174,0.060041103587340244,0.006702732167940645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,175,0.05761449784040451,0.006297553423792124,175,0.05931312186325952,0.006581178544696089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,176,0.057461751624941826,0.006641354411840439,176,0.058757710791764214,0.006599231304839394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,177,0.05680907517671585,0.006010580458678305,177,0.058173120107249704,0.006422636050991068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,178,0.054275489412248135,0.005612908164039254,178,0.05700383089874923,0.006179717684905524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,179,0.055899711325764656,0.0058792466297745705,179,0.05667259502685386,0.006089576368366238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180,0.055474113672971725,0.005857842392288148,180,0.05631305062068922,0.0060200561755428105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,181,0.05610648076981306,0.005920848692767322,181,0.056251079665426376,0.005990293930710164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182,0.05604320578277111,0.005715276231057942,182,0.056188717500629794,0.005907788620814498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183,0.05507964827120304,0.006039655650965869,183,0.05585599673180177,0.005947348729859909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184,0.057234444655478,0.0060555830132216215,184,0.05626953110890464,0.005979819014868423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185,0.05404410697519779,0.005654012318700552,185,0.05560190386879259,0.005882077006018062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186,0.057044053450226784,0.00640679697971791,186,0.05603454874322285,0.0060394929981280165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187,0.058037467300891876,0.006627220660448074,187,0.056635424310523555,0.006215811296824034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,0.05723764467984438,0.006529325735755265,188,0.0568160904213198,0.006309865628503403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189,0.05401256773620844,0.00580210133921355,189,0.05597503361578639,0.006157536341716448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190,0.05625294055789709,0.00584852509200573,190,0.056058405698419606,0.006064832966803232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,0.05267244763672352,0.005507111782208085,191,0.05504261827991078,0.005897516611424688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,0.057482125237584114,0.006184053607285023,192,0.055774470367212774,0.0059834777101827885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193,0.05383895058184862,0.005588374799117446,193,0.055193814431603525,0.005864946836863186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,194,0.05386659223586321,0.005804454442113638,194,0.05479564777288143,0.005846799118438321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,195,0.05254268366843462,0.005270933732390404,195,0.05411975854154739,0.0056740395026239464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,196,0.05137171782553196,0.0053232364589348435,196,0.05329534632674276,0.005568798589517216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,0.055048310197889805,0.005772448261268437,197,0.05382123548808687,0.005629893491042582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
